Age,Gender,Country,City_Tier,Monthly_Income,Occupation,Fitness_Enthusiast,Shoes_Per_Year,Preferred_Shoe_Types,Interested_in_Customization,Preferred_Customization_Level,Interest_AI_Style_Advisor,Interest_AR_TryOn,Interest_Limited_Edition,Interest_Eco_Friendly,Interest_Single_Pair_Manufacturing,Preferred_Materials,Willing_to_Pay_More_for_Sustainable,Max_Price_Willing_to_Pay,Difficulty_in_Finding_Size,Shoe_Size,Likelihood_to_Use_App,Purchased_Custom_Before,Importance_Brand,Importance_Comfort,Importance_Design,Importance_Price,Importance_Uniqueness,Try_on_Recommendation_By_Friend,Frustration_With_Online_Shoe_Buying,Buy_if_AR_Visualization,Participate_in_Design_Contests,App_Try_Timeline
38,Male,India,Tier 1,4327.13,Professional,Yes,5,"Casual, Sports",Yes,Material,2,4,5,4,5,Recyclable materials,Yes,71.18,No,7.9,5,No,5,1,3,5,4,Yes,Generic design,No,Yes,Within a month
22,Female,India,Tier 3,1280.83,Student,No,8,Casual,Yes,Color only,4,2,1,5,1,"Vegan, Leather, Canvas",Yes,102.86,Yes,7.6,2,No,4,1,1,4,4,No,Generic design,Yes,No,Within a month
51,Female,USA,Tier 2,4702.0,Self-employed,Yes,4,"Casual, Slippers, Sneakers",Yes,Color only,2,5,1,4,2,Knit,Yes,162.75,Yes,8.8,2,Yes,2,3,2,2,4,Maybe,Generic design,Yes,Yes,Within a month
33,Male,India,Tier 3,1350.8,Student,No,3,"Ethnic, Sneakers, Formal",No,Color only,4,4,2,5,3,Vegan,Yes,105.11,Yes,8.0,2,Yes,3,4,2,2,4,Yes,Poor product information,Yes,Yes,Never
31,Other,India,Tier 2,951.78,Student,Yes,1,"Sneakers, Casual, Slippers",Yes,Sole type,3,2,3,1,5,"Recyclable materials, Canvas, Leather",No,182.62,No,6.7,1,Yes,1,1,4,5,5,Yes,Poor product information,Yes,Yes,Immediately
23,Female,UK,Tier 2,3027.82,Professional,Yes,1,Ethnic,Yes,Color only,4,4,2,4,1,Canvas,Yes,141.96,No,8.7,2,No,1,3,2,3,1,Yes,Long delivery time,Yes,Yes,Within 3 months
35,Female,Other,Tier 1,1218.82,Professional,Yes,8,"Boots, Sneakers",Yes,Material,1,2,4,3,3,"Knit, Canvas, Leather",No,104.24,No,9.2,5,No,4,5,1,3,3,Maybe,Generic design,Yes,Yes,Immediately
25,Female,USA,Tier 3,1157.71,Professional,No,5,"Ethnic, Sports",Yes,Full Design,5,2,5,3,3,Recyclable materials,Yes,166.4,Yes,10.9,5,No,1,2,3,2,2,Maybe,Poor product information,Yes,Yes,Immediately
30,Male,India,Tier 1,1210.94,Professional,Yes,3,Ethnic,No,Material,3,5,2,1,1,Recyclable materials,No,137.82,No,10.4,1,No,4,1,1,2,4,Maybe,Size mismatch,Yes,Yes,Immediately
50,Female,India,Tier 3,3013.87,Professional,No,5,"Sneakers, Casual, Boots",Yes,Full Design,3,2,2,4,4,"Recyclable materials, Leather",Yes,82.7,No,10.8,2,No,3,3,1,2,4,Yes,Poor product information,No,Yes,Immediately
29,Female,Other,Tier 3,2875.17,Professional,No,4,"Ethnic, Formal, Sports",No,Material,5,4,5,1,3,"Leather, Knit",Yes,194.35,No,10.1,4,Yes,4,3,3,5,5,Maybe,Size mismatch,Yes,No,Never
39,Male,India,Tier 1,975.06,Self-employed,No,3,Slippers,Yes,Material,2,1,1,5,3,Canvas,Yes,130.38,Yes,9.5,4,No,2,5,4,5,1,Maybe,None of the above,No,Yes,Immediately
24,Female,India,Tier 1,808.12,Self-employed,Yes,1,"Ethnic, Sneakers, Sports",Yes,Full Design,5,1,2,4,5,"Recyclable materials, Vegan, Canvas",Yes,120.75,Yes,7.2,3,No,1,3,3,2,1,Maybe,Poor product information,Yes,No,Within a month
29,Female,USA,Tier 2,1215.7,Professional,No,5,Sports,No,Color only,1,4,4,1,3,"Canvas, Recyclable materials",No,85.78,No,9.2,1,No,2,2,5,3,2,Yes,Size mismatch,No,No,Immediately
44,Female,USA,Tier 1,1475.66,Professional,No,3,Slippers,Yes,Color only,1,2,4,2,5,Knit,Yes,167.18,No,9.9,4,Yes,2,3,3,1,3,Maybe,Size mismatch,Yes,Yes,Never
24,Male,USA,Tier 3,608.38,Entrepreneur,Yes,4,"Casual, Slippers, Sneakers",No,Sole type,4,3,1,5,2,"Leather, Canvas, Vegan",No,140.69,No,11.2,3,No,5,1,2,5,5,No,Size mismatch,Yes,Yes,Within 3 months
44,Female,India,Tier 1,2569.49,Student,No,9,"Sports, Boots, Formal",Yes,Material,5,3,1,5,2,"Vegan, Knit",Yes,145.17,Yes,10.0,5,Yes,1,2,1,4,4,No,Size mismatch,Yes,Yes,Immediately
35,Male,India,Tier 1,1199.71,Professional,Yes,7,"Sneakers, Casual, Ethnic",Yes,Full Design,5,1,5,2,1,"Knit, Canvas, Recyclable materials",Yes,99.7,No,10.9,3,Yes,1,2,2,3,5,Yes,Long delivery time,Yes,No,Immediately
25,Male,Other,Tier 3,809.8,Professional,Yes,5,"Slippers, Sports",Yes,Full Design,3,3,4,5,2,"Knit, Recyclable materials, Canvas",Yes,153.36,Yes,7.5,2,No,1,5,5,4,4,Maybe,Long delivery time,No,No,Within a month
35,Male,India,Tier 2,369.45,Self-employed,Yes,4,"Formal, Boots, Casual",No,Material,5,1,4,2,5,Leather,No,156.47,No,8.5,2,Yes,1,1,2,1,2,Maybe,None of the above,Yes,Yes,Within a month
37,Male,UK,Tier 3,609.38,Student,Yes,1,"Casual, Ethnic",No,Sole type,2,1,4,2,1,"Canvas, Recyclable materials",Yes,93.25,No,9.6,5,No,2,1,2,5,2,Maybe,Generic design,No,No,Immediately
34,Female,UK,Tier 1,4672.19,Professional,Yes,7,"Formal, Sports",Yes,Sole type,3,2,4,2,2,"Vegan, Knit, Canvas",No,63.32,No,10.7,1,Yes,5,5,5,3,3,No,Generic design,Yes,Yes,Never
17,Female,USA,Tier 2,745.98,Entrepreneur,Yes,2,Ethnic,Yes,Full Design,1,5,5,2,4,Knit,Yes,143.25,No,8.8,2,No,2,1,2,3,4,No,None of the above,Yes,No,Within 3 months
24,Male,India,Tier 2,477.43,Professional,No,7,Sneakers,Yes,Full Design,4,1,2,2,5,"Vegan, Recyclable materials",No,57.07,No,8.9,2,No,4,2,3,5,3,No,None of the above,Yes,Yes,Immediately
28,Female,India,Tier 2,1126.15,Student,Yes,4,"Sneakers, Boots, Sports",Yes,Full Design,1,3,4,4,2,"Knit, Vegan",Yes,126.08,No,10.0,3,No,2,3,4,5,2,Yes,Long delivery time,Yes,No,Never
29,Female,USA,Tier 2,750.28,Other,Yes,6,"Slippers, Casual",Yes,Material,1,3,4,1,3,"Leather, Canvas, Knit",Yes,102.11,No,7.3,3,No,2,1,5,2,3,Yes,Long delivery time,No,Yes,Immediately
34,Female,UAE,Tier 2,253.69,Professional,Yes,5,"Sneakers, Formal, Boots",Yes,Full Design,2,5,4,4,3,"Leather, Knit, Recyclable materials",Yes,168.75,No,11.4,3,No,3,3,3,2,4,Maybe,Generic design,Yes,Yes,Within a month
31,Male,Other,Tier 1,785.45,Professional,Yes,6,"Ethnic, Sneakers",No,Material,5,1,2,1,3,"Canvas, Knit, Vegan",Yes,104.29,Yes,7.7,4,No,5,3,2,2,3,Yes,Size mismatch,No,No,Within a month
19,Female,India,Tier 1,1378.25,Professional,No,6,Sports,Yes,Material,4,4,1,2,3,"Leather, Recyclable materials, Vegan",Yes,164.29,No,6.1,5,Yes,1,2,5,5,1,Maybe,Poor product information,Yes,Yes,Immediately
33,Prefer not to say,India,Tier 2,1403.48,Professional,Yes,2,Slippers,No,Full Design,2,3,2,1,5,"Leather, Vegan, Knit",Yes,99.43,Yes,9.0,1,Yes,2,1,2,2,1,Maybe,Generic design,No,Yes,Immediately
34,Female,Other,Tier 1,861.39,Professional,No,5,Sneakers,Yes,Color only,3,1,4,4,2,Leather,Yes,160.0,Yes,11.5,3,No,4,3,3,3,1,No,Generic design,Yes,Yes,Immediately
34,Male,UK,Tier 2,1089.42,Student,Yes,5,Ethnic,Yes,Full Design,4,5,3,2,3,"Knit, Vegan, Recyclable materials",Yes,202.41,No,9.9,1,No,2,2,5,2,4,Maybe,Long delivery time,Yes,No,Within 3 months
38,Male,UAE,Tier 1,5250.97,Student,No,7,"Sports, Ethnic",No,Color only,3,1,4,3,5,Knit,Yes,77.28,No,10.1,3,No,3,4,3,1,4,Yes,Long delivery time,Yes,Yes,Never
36,Female,India,Tier 2,910.65,Self-employed,Yes,3,"Ethnic, Casual",Yes,Full Design,5,4,4,2,2,"Canvas, Knit",Yes,131.68,No,9.1,2,Yes,2,3,5,4,1,Yes,Generic design,No,No,Within a month
33,Other,USA,Tier 2,648.07,Professional,Yes,2,"Sports, Boots, Ethnic",No,Material,2,4,3,1,2,Vegan,Yes,229.95,No,8.8,1,Yes,5,1,3,4,1,Yes,Size mismatch,No,Yes,Within a month
29,Female,UK,Tier 1,618.51,Student,No,5,"Casual, Formal",No,Material,1,5,4,5,2,"Recyclable materials, Leather, Canvas",No,122.66,No,6.7,4,Yes,5,5,2,1,4,Maybe,Poor product information,Yes,Yes,Within a month
16,Female,UK,Tier 1,1118.08,Professional,Yes,7,"Ethnic, Slippers, Formal",Yes,Material,3,2,1,2,3,"Recyclable materials, Leather",No,122.47,No,5.6,3,No,4,2,5,1,5,Maybe,Size mismatch,Yes,Yes,Immediately
33,Male,USA,Tier 1,2337.68,Entrepreneur,No,4,"Boots, Formal",Yes,Sole type,3,4,4,3,3,"Canvas, Recyclable materials, Knit",Yes,151.54,No,9.3,5,Yes,1,1,1,5,5,Yes,Poor product information,Yes,No,Within 3 months
31,Female,India,Tier 2,545.99,Student,No,5,Formal,Yes,Material,1,2,4,1,2,Vegan,No,121.64,No,11.0,2,Yes,5,3,5,2,3,Yes,Generic design,Yes,Yes,Within a month
32,Female,USA,Tier 3,2053.18,Professional,Yes,4,Formal,Yes,Sole type,4,1,5,5,4,Canvas,No,51.71,Yes,9.5,3,Yes,1,4,3,3,1,Yes,Size mismatch,No,Yes,Immediately
19,Male,India,Tier 1,232.07,Student,Yes,6,"Sports, Casual",Yes,Color only,1,2,2,1,5,"Recyclable materials, Canvas, Knit",Yes,165.29,Yes,9.9,1,No,5,5,3,5,3,No,Size mismatch,Yes,Yes,Immediately
21,Female,USA,Tier 2,1014.33,Student,Yes,2,"Boots, Casual, Sneakers",Yes,Color only,1,5,5,2,4,"Vegan, Knit, Leather",Yes,39.88,No,11.4,3,No,4,4,1,2,2,No,Poor product information,Yes,Yes,Never
38,Prefer not to say,Other,Tier 1,2443.26,Student,No,5,"Formal, Boots, Sports",Yes,Color only,3,1,5,1,4,Vegan,No,103.33,No,9.5,2,No,5,2,4,1,4,No,Long delivery time,Yes,No,Immediately
29,Male,India,Tier 1,820.4,Self-employed,No,3,Casual,Yes,Material,4,3,3,5,3,Leather,Yes,168.3,Yes,8.8,5,Yes,3,5,5,2,3,Maybe,Size mismatch,Yes,Yes,Never
35,Female,UAE,Tier 3,1444.27,Student,Yes,6,"Ethnic, Slippers",Yes,Full Design,5,2,5,3,1,"Knit, Canvas",No,105.74,No,7.8,5,Yes,2,2,2,3,2,Maybe,Long delivery time,No,No,Immediately
30,Male,India,Tier 1,544.08,Student,Yes,4,"Boots, Sneakers",Yes,Full Design,3,4,3,2,5,Canvas,No,92.25,No,12.0,5,No,5,2,3,3,4,Yes,Poor product information,Yes,Yes,Within a month
30,Female,UK,Tier 1,2232.17,Professional,Yes,4,"Slippers, Boots",Yes,Material,4,5,5,3,1,"Knit, Vegan, Canvas",Yes,155.17,No,9.8,2,No,2,3,2,1,5,Yes,Size mismatch,Yes,Yes,Immediately
37,Female,Other,Tier 1,280.54,Self-employed,No,7,Formal,Yes,Sole type,4,2,2,1,1,"Leather, Recyclable materials",Yes,85.96,No,7.6,3,No,5,2,5,5,1,Maybe,Generic design,Yes,Yes,Within 3 months
25,Female,India,Tier 1,3071.32,Professional,Yes,1,"Ethnic, Sports",Yes,Full Design,3,2,4,1,1,"Knit, Leather, Recyclable materials",Yes,71.11,No,7.2,2,No,5,5,3,5,2,No,None of the above,Yes,No,Within a month
30,Female,India,Tier 1,531.34,Professional,Yes,2,"Sneakers, Ethnic",Yes,Material,1,4,2,4,4,"Knit, Recyclable materials, Vegan",Yes,130.98,No,10.9,2,No,5,2,5,2,5,Yes,Generic design,Yes,Yes,Immediately
26,Male,USA,Tier 1,3311.96,Student,No,5,"Casual, Formal, Boots",Yes,Material,3,1,2,3,3,"Recyclable materials, Canvas, Vegan",Yes,112.68,No,7.4,3,Yes,2,5,1,3,3,Yes,Generic design,Yes,Yes,Immediately
26,Other,India,Tier 2,852.02,Professional,Yes,2,"Boots, Formal, Ethnic",Yes,Sole type,5,1,2,2,2,"Vegan, Knit, Recyclable materials",Yes,70.25,No,11.8,4,Yes,3,3,1,1,5,Maybe,Long delivery time,Yes,No,Immediately
27,Female,UK,Tier 1,2123.89,Professional,Yes,5,"Boots, Sports",No,Color only,1,2,4,4,1,"Leather, Knit, Canvas",Yes,145.48,No,5.0,5,Yes,1,3,4,5,2,Yes,Long delivery time,Yes,Yes,Within 3 months
31,Male,Other,Tier 2,776.79,Professional,No,4,Boots,Yes,Color only,2,5,5,5,4,Recyclable materials,Yes,138.58,No,11.1,1,No,3,3,3,1,2,No,Size mismatch,Yes,No,Within 3 months
26,Female,USA,Tier 1,3745.28,Professional,No,0,Casual,Yes,Color only,5,2,2,5,3,"Knit, Recyclable materials",Yes,105.61,Yes,9.7,1,No,5,3,2,4,1,No,Generic design,Yes,No,Within 3 months
40,Female,India,Tier 1,403.11,Professional,Yes,3,Formal,No,Sole type,5,3,1,1,2,"Vegan, Leather",Yes,108.35,Yes,9.2,3,No,3,2,2,3,2,Yes,None of the above,Yes,Yes,Immediately
22,Male,USA,Tier 2,494.97,Student,Yes,3,"Ethnic, Formal",No,Color only,4,2,2,4,2,"Canvas, Vegan, Leather",Yes,138.82,No,8.7,1,Yes,2,5,1,5,1,No,Generic design,Yes,Yes,Within a month
28,Female,UK,Tier 3,1218.96,Professional,Yes,1,"Boots, Casual",Yes,Color only,4,2,1,3,2,Leather,Yes,167.61,No,11.8,4,No,1,5,3,2,4,Yes,Long delivery time,Yes,Yes,Never
26,Other,India,Tier 1,328.24,Student,Yes,3,Casual,Yes,Material,3,5,2,1,4,"Knit, Canvas, Leather",Yes,108.69,No,10.1,2,No,5,5,3,2,5,Yes,Poor product information,Yes,Yes,Within 3 months
41,Male,USA,Tier 3,527.2,Entrepreneur,No,5,Ethnic,Yes,Color only,1,3,4,1,1,Canvas,No,146.19,No,7.6,5,No,4,2,5,5,1,Yes,Poor product information,Yes,Yes,Immediately
31,Prefer not to say,USA,Tier 2,4517.36,Other,Yes,6,"Casual, Formal, Slippers",Yes,Color only,1,4,1,1,3,"Recyclable materials, Leather",Yes,142.61,Yes,6.4,1,No,1,5,3,1,5,No,Generic design,Yes,No,Within a month
38,Male,USA,Tier 2,5825.47,Other,No,2,"Boots, Sports, Slippers",No,Full Design,1,1,5,4,5,"Canvas, Vegan, Recyclable materials",Yes,155.17,Yes,9.3,1,No,2,4,1,5,1,Maybe,Poor product information,No,Yes,Within 3 months
18,Male,India,Tier 2,908.03,Self-employed,No,3,"Formal, Boots, Ethnic",Yes,Color only,3,5,2,4,1,"Leather, Vegan, Knit",No,121.57,No,9.0,3,Yes,2,3,5,2,4,Yes,Long delivery time,Yes,Yes,Within a month
32,Male,UK,Tier 1,4051.51,Professional,Yes,4,Formal,No,Sole type,5,5,1,1,3,"Vegan, Canvas",Yes,83.51,Yes,6.7,3,No,5,4,3,5,5,Maybe,None of the above,Yes,Yes,Immediately
37,Female,India,Tier 1,1380.61,Entrepreneur,Yes,4,"Boots, Ethnic, Slippers",Yes,Material,5,5,2,2,5,"Canvas, Vegan, Leather",No,101.5,No,8.9,2,Yes,2,1,5,3,5,Yes,Long delivery time,Yes,Yes,Immediately
30,Female,India,Tier 2,671.54,Professional,Yes,4,"Slippers, Boots",No,Sole type,2,5,4,3,2,Leather,Yes,133.71,No,8.1,5,No,5,5,5,3,2,No,None of the above,Yes,No,Never
38,Male,UAE,Tier 1,2018.0,Professional,No,5,Slippers,Yes,Sole type,5,2,3,4,1,Recyclable materials,No,192.74,No,9.0,1,Yes,1,3,3,4,1,No,Poor product information,No,Yes,Immediately
25,Male,UK,Tier 3,1813.38,Professional,No,0,Sports,Yes,Material,1,2,5,3,4,"Canvas, Recyclable materials, Knit",No,100.64,No,10.1,2,Yes,2,2,4,4,3,No,Long delivery time,No,Yes,Immediately
41,Female,India,Tier 1,6981.98,Professional,Yes,3,Ethnic,Yes,Full Design,4,4,1,3,1,"Leather, Canvas, Recyclable materials",Yes,152.19,No,11.2,5,Yes,2,2,2,3,2,Yes,Poor product information,Yes,Yes,Within 3 months
48,Male,India,Tier 1,661.92,Entrepreneur,No,5,"Casual, Ethnic, Formal",Yes,Material,2,4,3,4,1,Knit,Yes,106.88,No,10.4,2,Yes,5,4,4,4,4,Yes,Size mismatch,Yes,Yes,Within a month
27,Female,India,Tier 2,1872.38,Professional,Yes,6,"Sneakers, Boots, Sports",Yes,Full Design,1,1,4,3,3,Recyclable materials,No,124.42,No,7.9,1,Yes,5,1,2,4,2,Yes,Generic design,Yes,Yes,Never
26,Female,India,Tier 1,280.14,Professional,No,8,"Ethnic, Boots",No,Material,2,4,2,2,2,"Recyclable materials, Leather",No,180.62,No,9.6,3,No,2,5,2,4,2,Yes,Poor product information,No,No,Immediately
41,Female,India,Tier 2,380.96,Self-employed,Yes,3,"Ethnic, Casual",Yes,Full Design,2,1,2,3,2,"Knit, Leather, Vegan",No,150.57,No,9.1,3,Yes,5,4,5,3,1,Maybe,None of the above,Yes,Yes,Within 3 months
42,Prefer not to say,India,Tier 2,205.89,Student,Yes,4,"Formal, Ethnic",No,Full Design,1,5,5,5,4,"Recyclable materials, Vegan",Yes,70.35,Yes,7.0,3,No,2,2,2,3,1,Yes,Poor product information,Yes,Yes,Immediately
25,Male,USA,Tier 3,10000.0,Professional,No,3,"Casual, Sneakers",Yes,Full Design,3,1,5,1,1,"Canvas, Recyclable materials",No,97.1,No,9.6,4,Yes,5,3,3,4,3,Yes,None of the above,Yes,Yes,Immediately
26,Prefer not to say,UK,Tier 2,2631.31,Self-employed,Yes,4,Ethnic,Yes,Sole type,4,5,2,1,5,"Recyclable materials, Canvas",Yes,170.25,No,11.8,2,No,3,2,4,5,1,Yes,Size mismatch,Yes,No,Immediately
27,Female,USA,Tier 2,2517.75,Professional,Yes,4,Formal,No,Material,1,4,4,2,4,"Canvas, Knit, Leather",Yes,125.68,Yes,9.0,1,Yes,5,4,2,1,5,No,Long delivery time,Yes,Yes,Within a month
19,Female,UK,Tier 2,1269.19,Professional,Yes,5,"Sneakers, Slippers",Yes,Full Design,5,4,2,3,1,"Knit, Vegan, Recyclable materials",Yes,74.05,Yes,6.6,2,Yes,1,1,1,3,4,Maybe,Long delivery time,No,Yes,Within a month
22,Male,India,Tier 3,735.16,Professional,Yes,3,"Formal, Casual",Yes,Full Design,1,5,2,2,2,"Leather, Canvas, Vegan",Yes,87.24,Yes,9.0,3,Yes,4,2,5,2,5,Yes,Generic design,Yes,Yes,Within a month
21,Female,Other,Tier 1,446.01,Professional,Yes,2,"Formal, Casual, Ethnic",Yes,Full Design,1,4,1,1,1,"Canvas, Leather",No,148.14,No,7.2,2,No,1,5,5,1,2,Yes,Poor product information,No,Yes,Immediately
23,Male,UAE,Tier 1,702.53,Self-employed,No,5,"Slippers, Casual, Sneakers",Yes,Material,4,3,5,3,3,Canvas,Yes,159.78,No,10.3,5,Yes,5,2,2,4,1,Maybe,Long delivery time,No,Yes,Within a month
29,Male,UAE,Tier 1,907.34,Professional,Yes,6,Slippers,No,Full Design,1,3,1,1,5,"Recyclable materials, Vegan, Leather",Yes,120.71,Yes,9.8,2,No,1,3,2,3,1,Yes,Poor product information,No,No,Immediately
31,Male,UAE,Tier 1,2317.79,Professional,Yes,1,"Boots, Slippers",Yes,Material,2,1,3,5,3,"Leather, Canvas, Vegan",No,219.01,No,8.7,4,No,1,3,1,1,4,No,Generic design,Yes,Yes,Immediately
42,Female,Other,Tier 2,1363.69,Student,No,6,Casual,Yes,Sole type,2,4,2,5,2,"Recyclable materials, Leather, Knit",No,152.97,No,8.5,4,No,5,4,5,4,4,Maybe,Generic design,Yes,Yes,Within a month
22,Female,USA,Tier 2,320.98,Student,Yes,6,Sneakers,No,Color only,2,5,5,3,1,"Leather, Recyclable materials, Canvas",Yes,441.04,No,8.7,3,No,2,3,4,2,4,Yes,Size mismatch,Yes,Yes,Immediately
37,Female,India,Tier 2,227.29,Other,Yes,5,Casual,Yes,Material,4,4,4,2,5,"Canvas, Leather, Knit",Yes,87.37,No,9.0,1,No,3,2,5,3,1,Yes,Size mismatch,No,No,Within a month
28,Female,USA,Tier 1,361.93,Professional,No,3,"Formal, Slippers",Yes,Full Design,5,5,1,5,5,"Vegan, Recyclable materials, Canvas",Yes,81.0,Yes,7.8,5,No,2,1,2,5,2,Yes,Poor product information,Yes,Yes,Within a month
29,Male,UK,Tier 2,992.72,Professional,No,3,Sports,No,Color only,2,3,4,2,2,Recyclable materials,Yes,133.42,No,6.9,1,Yes,4,1,1,2,4,Maybe,None of the above,Yes,Yes,Immediately
35,Female,UK,Tier 1,4258.92,Student,No,4,"Sneakers, Boots",Yes,Sole type,2,4,2,3,5,"Canvas, Vegan",Yes,100.45,No,10.7,1,No,4,2,3,5,2,Maybe,Generic design,Yes,Yes,Within 3 months
21,Male,USA,Tier 2,1721.69,Professional,No,3,"Formal, Slippers",No,Sole type,3,5,5,2,2,"Knit, Leather",Yes,186.95,No,8.4,5,Yes,4,5,2,5,3,Yes,Long delivery time,Yes,No,Within a month
33,Female,India,Tier 2,2627.91,Self-employed,Yes,3,"Boots, Ethnic",Yes,Color only,4,1,3,4,4,"Canvas, Knit",Yes,178.65,No,9.3,4,No,4,3,3,4,3,Yes,Generic design,Yes,Yes,Immediately
31,Female,India,Tier 1,1142.09,Professional,No,1,"Formal, Slippers",No,Material,3,3,5,1,2,"Canvas, Leather",No,145.32,No,9.4,3,No,2,2,5,2,2,No,None of the above,Yes,Yes,Within a month
33,Female,Other,Tier 1,873.34,Student,Yes,6,"Boots, Sneakers",No,Sole type,1,1,2,1,4,"Recyclable materials, Vegan",Yes,72.84,Yes,9.5,2,No,5,1,4,2,5,Yes,Poor product information,Yes,Yes,Within a month
32,Female,USA,Tier 1,372.11,Professional,No,5,"Casual, Sneakers",Yes,Color only,4,2,2,3,3,"Canvas, Leather",Yes,93.11,No,7.2,4,No,3,3,2,4,5,Yes,Size mismatch,Yes,Yes,Within 3 months
49,Male,USA,Tier 3,3330.4,Entrepreneur,Yes,6,Sports,Yes,Full Design,1,1,2,1,5,"Leather, Recyclable materials, Knit",Yes,170.23,No,6.5,3,Yes,5,5,5,5,4,No,Long delivery time,Yes,No,Within 3 months
24,Female,India,Tier 3,2492.89,Professional,No,4,"Boots, Sneakers",Yes,Full Design,4,1,1,3,5,Vegan,Yes,389.92,Yes,8.1,4,Yes,5,4,4,4,3,Maybe,Generic design,Yes,No,Never
25,Female,India,Tier 2,476.1,Self-employed,No,6,Formal,Yes,Material,1,4,1,2,5,"Canvas, Knit, Recyclable materials",Yes,164.89,Yes,9.6,5,No,1,2,3,1,3,Yes,Generic design,Yes,Yes,Never
25,Female,UAE,Tier 1,1276.96,Professional,No,5,"Casual, Sports, Ethnic",Yes,Color only,1,5,1,4,4,"Leather, Canvas",Yes,138.98,No,7.9,1,No,4,4,5,4,3,Yes,Poor product information,Yes,Yes,Within a month
25,Male,UK,Tier 1,1202.32,Self-employed,Yes,3,"Sneakers, Boots",Yes,Material,5,3,3,2,3,"Recyclable materials, Knit",Yes,122.07,No,8.5,5,Yes,2,4,1,3,1,Maybe,Size mismatch,Yes,Yes,Within a month
24,Female,UK,Tier 2,1671.61,Professional,Yes,4,"Ethnic, Sneakers, Casual",Yes,Full Design,5,3,2,1,3,"Recyclable materials, Vegan",Yes,91.89,Yes,12.2,2,No,5,5,2,3,2,Yes,Poor product information,No,Yes,Immediately
39,Female,USA,Tier 2,4583.36,Student,No,2,"Sports, Slippers, Sneakers",No,Material,5,5,2,2,4,"Knit, Recyclable materials, Vegan",Yes,116.23,No,6.2,5,No,1,2,1,2,5,No,Generic design,Yes,No,Within 3 months
41,Male,USA,Tier 1,1500.43,Professional,No,1,Casual,Yes,Color only,4,4,1,5,4,"Canvas, Vegan",Yes,127.59,No,7.9,1,No,3,2,1,3,5,No,Generic design,Yes,Yes,Immediately
25,Male,India,Tier 1,1365.5,Professional,Yes,5,"Casual, Sneakers, Slippers",Yes,Sole type,5,2,1,2,5,"Recyclable materials, Vegan, Leather",No,161.3,No,11.8,4,No,5,4,3,2,5,Yes,Poor product information,Yes,Yes,Within a month
23,Female,UK,Tier 2,277.45,Self-employed,No,3,Sneakers,Yes,Full Design,4,2,3,1,5,"Recyclable materials, Vegan",Yes,84.57,Yes,8.9,3,No,2,2,1,2,4,No,Generic design,Yes,Yes,Immediately
33,Female,USA,Tier 1,297.46,Entrepreneur,No,7,Boots,Yes,Material,4,2,1,4,2,"Knit, Recyclable materials",Yes,109.49,No,7.9,2,No,3,3,1,4,4,Yes,Size mismatch,Yes,No,Immediately
25,Male,USA,Tier 1,511.18,Professional,Yes,8,"Formal, Casual, Boots",Yes,Material,5,3,3,5,1,"Vegan, Canvas, Knit",Yes,121.79,Yes,10.8,4,No,3,4,5,2,2,No,Generic design,Yes,No,Immediately
35,Male,USA,Tier 1,249.51,Professional,No,7,"Sports, Sneakers",Yes,Full Design,5,2,1,3,2,Canvas,No,146.51,No,9.1,3,No,3,3,4,1,3,No,Generic design,Yes,Yes,Immediately
31,Male,Other,Tier 2,2240.08,Student,Yes,6,"Sneakers, Boots, Casual",No,Sole type,4,4,4,3,5,"Canvas, Leather",No,83.66,No,8.5,1,No,3,3,4,5,3,Maybe,Size mismatch,Yes,Yes,Immediately
17,Male,India,Tier 3,2127.4,Entrepreneur,Yes,0,"Ethnic, Boots, Sports",No,Full Design,1,3,2,2,4,Recyclable materials,Yes,67.34,No,9.3,5,No,5,4,1,2,2,No,Size mismatch,No,No,Immediately
42,Female,UAE,Tier 3,419.37,Professional,Yes,3,Sports,Yes,Sole type,1,4,2,2,5,"Knit, Leather",No,146.96,No,8.0,4,Yes,2,2,4,2,4,Yes,Size mismatch,Yes,Yes,Within a month
44,Female,India,Tier 2,2912.56,Professional,Yes,2,"Casual, Slippers",Yes,Full Design,5,5,4,1,5,Vegan,Yes,59.28,Yes,7.5,3,No,1,3,3,3,4,Yes,None of the above,Yes,Yes,Within a month
25,Female,USA,Tier 2,452.25,Professional,No,6,"Casual, Formal, Ethnic",Yes,Sole type,3,5,4,1,5,"Leather, Recyclable materials, Vegan",No,171.4,No,8.8,3,No,4,4,1,5,4,Yes,Generic design,Yes,No,Within a month
26,Female,India,Tier 1,737.53,Student,Yes,6,"Boots, Sneakers, Slippers",Yes,Full Design,1,3,2,1,5,"Recyclable materials, Vegan",Yes,113.76,Yes,7.5,5,No,4,3,2,2,1,Maybe,Poor product information,Yes,Yes,Within a month
32,Male,India,Tier 2,629.48,Professional,No,7,Sports,Yes,Sole type,4,4,4,4,1,Leather,Yes,58.1,No,9.0,4,Yes,2,5,3,1,2,Maybe,Poor product information,Yes,Yes,Within 3 months
32,Female,USA,Tier 1,898.56,Professional,No,2,Formal,Yes,Full Design,4,2,3,1,1,"Canvas, Knit",Yes,100.78,Yes,9.5,4,No,2,3,1,3,1,Yes,None of the above,Yes,No,Within a month
